Date,Property,Unit,Category,Amount,Paid?,Vendor,Notes
2026-03-09,Junction Six-Plex,Unit 2,Pest Control,233.12,No,Queen West Pest Control,Follow-up treatment
2026-03-18,Leslieville Fourplex,Unit 2,Plumbing,278.49,FALSE,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
 2026-03-14,Leslieville Fourplex,Unit 4,Pest Control,449.28,Y,Queen West Pest Control,"Mice treatment, basement"
2026-03-05,Leslieville Fourplex,Common area,Pest Control,TBD,Y,Queen West Pest Control  ,Follow-up treatment
2026-03-16,Parkdale Walk-Up,Unit 6,Snow Removal,152.45,Y,Snowline Property Services,Walkway and steps cleared
2026-03-10,Parkdale Walk-Up,Unit 11,Pest Control,236.00,Y,Queen West Pest Control,"Mice treatment, basement"
10/03/2026,Junction Six-Plex,Unit 5,Pest Control,291.44,Yes,Queen West Pest Control,Follow-up treatment
2026-03-08,Parkdale Walk-Up,Unit 11, Cleaning ,174.60,Y,Greenwood Cleaning  ,Common area clean
2026-03-11,junction six-plex,Unit 2,Electrical,502.29,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2026-03-16  ,East York Low-Rise,Unit 108,Appliance,350.35,N,Riverdale Appliance Repair,Dryer belt replaced
"Mar 19, 2026",Parkdale Walk-Up,Unit 5,Cleaning,167.75,Y,Greenwood Cleaning,Common area clean
2026-03-25,East York Low-Rise,Unit 114,Heating,498.25,Y,Don Valley HVAC,Bled radiators
2026-03-20,Parkdale Walk-Up,Unit 4,Cleaning,141.70,FALSE,Greenwood Cleaning,Common area clean
2026-03-02  ,Parkdale Walk-Up,Unit 7,Landscaping,$273.35,Yes,Greenwood Cleaning,Lawn cut and edging
2026-03-11,Danforth Triplex,Upper,Appliance,316.96,Yes,Riverdale Appliance Repair,Dryer belt replaced
2026-03-20,Junction Six-Plex,Unit 6,Heating,477.14,Y,Don Valley HVAC,Bled radiators
"Mar 4, 2026",Junction Six-Plex,Common area,Cleaning,167.80,Y,Greenwood Cleaning,Turnover clean  
2026-03-17,East York Low-Rise,Unit 103,Appliance,203.02,Y,Riverdale Appliance Repair,Fridge not cooling
2026-03-01,Junction Six-Plex,Unit 1,Electrical,301.74,Y,Leslieville Electric Ltd,Replaced GFCI outlet
05/03/2026,East York Low-Rise,Unit 117,Heating,669.55,N,Don Valley HVAC,Bled radiators
21/03/2026,east york low-rise,Unit 107,Snow Removal,130.43,Y,Snowline Property Services, Salted front steps
2026-03-12,Parkdale Walk-Up,Common area,Appliance,430.33,Yes,Riverdale Appliance Repair, Stove element replaced
2026-03-15,Junction Six-Plex,Common area,Pest Control,265.48,Y,Queen West Pest Control,"Mice treatment, basement"
"Mar 10, 2026",Parkdale Walk-Up,Unit 5,Appliance,303.10,yes,Riverdale Appliance Repair,Dryer belt replaced
2026-03-30,Danforth Triplex,Main,PLUMBING,378.91,N,Beaches Plumbing Co.,Fixed running toilet
2026-03-11,East York Low-Rise,Unit 107,Heating,686.20,Yes,Don Valley HVAC,Bled radiators
2026-03-22,Leslieville Fourplex,Unit 4,Snow Removal,61.29,N,Snowline Property Services,Salted front steps
2026-03-03,Junction Six-Plex,Unit 4,Appliance,331.97,Y,Riverdale Appliance Repair,Dryer belt replaced
2026-03-14,Danforth Triplex,Common area,Pest Control,220.72,Y, Queen West Pest Control,Follow-up treatment
26/03/2026,Danforth Triplex,Lower,Snow Removal,$168.88,Y,Snowline Property Services,Walkway and steps cleared
26/03/2026,Danforth Triplex,Lower,Snow Removal,$168.88,Y,Snowline Property Services,Walkway and steps cleared
2026-03-21,Leslieville Fourplex,Unit 3,Cleaning,151.66,Y,Greenwood Cleaning,Common area clean
2026-03-10,Danforth Triplex,Common area,Pest Control,292.26,Y,Queen West Pest Control,"Mice treatment, basement"
2026-03-31,Leslieville Fourplex,Unit 4,Pest Control,$204.48,Y,Queen West Pest Control,Follow-up treatment
2026-03-27,Leslieville Fourplex,Unit 4,Cleaning,123.12,Y,Greenwood Cleaning,Common area clean
"Mar 26, 2026",Danforth Triplex,Main,Heating,583.66,Y,Don Valley HVAC, Furnace service
2026-03-30,Danforth Triplex,Upper,Cleaning,163.32,Y,Greenwood Cleaning,Turnover clean
2026-03-19,East York Low-Rise,Unit 101,Heating,511.58,Y,Don Valley HVAC,Furnace service
2026-03-01,Leslieville Fourplex,Unit 1,Cleaning,145.53,Y,Greenwood Cleaning,Turnover clean
2026-03-13,Parkdale Walk-Up,Unit 7,Heating,144.18,Y,Don Valley HVAC,Bled radiators
2026-04-01,Danforth Triplex,Main,Rent,2373,Y,,
2026-04-02,Danforth Triplex,Upper,Rent,2649.00,Y,,
2026-04-02,Danforth Triplex,Upper,Rent,2649.00,Y,,
2026-04-02,Danforth Triplex,Lower,Rent,1821.00,Y,,
2026-04-02, Leslieville Fourplex ,Unit 1,Rent,2097,FALSE,,
2026-04-01,Leslieville Fourplex,Unit 2,rent,2152,Yes,,
2026-04-01,Leslieville Fourplex,Unit 3,Rent,2263.00,Yes,,
2026-04-02,Leslieville Fourplex,Unit 4,Rent,2484,Y,,
2026-04-05,Parkdale Walk-Up,Unit 2,Rent,"$1,761.00",Y,,
2026-04-03,Parkdale Walk-Up,Unit 3,Rent,N/A,Y,,
2026-04-01,Parkdale Walk-Up,Unit 4,Rent,1860.00,Y,,
2026-04-01,Parkdale Walk-Up,Unit 5,Rent,"$1,910.00",Y,,
01/04/2026,Parkdale Walk-Up,Unit 6,Rent,1959,Y,,
2026-04-01,Parkdale Walk-Up,Unit 7,Rent,TBD,Y,,
"Apr 1, 2026",Parkdale Walk-Up,Unit 8,Rent,2059,Y,,
2026-04-01,Parkdale Walk-Up,Unit 9,Rent,2108,Y,,
2026-04-02,Parkdale Walk-Up,Unit 10,Rent,2158.00,Y,,
2026-04-01,Parkdale Walk-Up,Unit 11,Rent,2208.00,Yes,,
2026-04-01,Parkdale Walk-Up,Unit 12,Rent,2257.00,Y,,
"Apr 2, 2026",Junction Six-Plex,Unit 1,Rent,1932.00,Y,,
2026-04-01,Junction Six-Plex,Unit 2,Rent,1987.00,Y,,
"Apr 1, 2026",Junction Six-Plex,Unit 3,Rent,2042.00,Y,,
2026-04-03,Junction Six-Plex,Unit 4,Rent,2097,Yes,,
2026-04-03,Junction Six-Plex,Unit 4,Rent,2097,Yes,,
2026-04-03, Junction Six-Plex ,Unit 5,Rent,2208,Y,,
2026-04-03,Junction Six-Plex,Unit 6,Rent,2318,yes,,
2026-04-03,East York Low-Rise,Unit 101,Rent,2042.00,yes,,
2026/04/01,East York Low-Rise,Unit 102,Rent,2075.00,Yes,,
2026-04-01,east york low-rise,Unit 104,Rent,"$2,141.00",yes,,
"Apr 1, 2026",East York Low-Rise,Unit 105,Rent,2175.00,Y,,
2026-04-01,East York Low-Rise,Unit 106,Rent,2208.00,Y,,
2026-04-05,East York Low-Rise,Unit 107,Rent,2042.00,Y,,
03/04/2026,East York Low-Rise,Unit 108,Rent,2075.00,Yes,,
2027-09-27,East York Low-Rise,Unit 109,Rent,2108.00,FALSE,,
2026-04-05,East York Low-Rise,Unit 110,Rent,2141,Y,,
2026-04-01,East York Low-Rise,Unit 111,rent,2175.00,Yes,,
2026-04-02,East York Low-Rise,Unit 112,Rent,2208.00,Y,,
2026-04-02,East York Low-Rise,Unit 113,Rent,2042.00,TRUE,,
2026-04-01,East York Low-Rise,Unit 114,Rent,2075,Y,,
2026-04-01,East York Low-Rise,Unit 115,Rent,2108.00,Yes,,
2026-04-03,East York Low-Rise,Unit 116, Rent ,2141.00,TRUE,,
2026/04/01,East York Low-Rise,Unit 117,Rent,2175,Y,,
2026-04-05,East York Low-Rise,Unit 118,Rent,2208.00,Y,,
2026-04-13,Danforth Triplex,Upper,Appliance,358.56,Y,Riverdale Appliance Repair,Fridge not cooling
2026/04/09,Danforth Triplex,Main,Plumbing,405.19,Y,Beaches Plumbing Co.,Fixed running toilet
07/04/2026,Leslieville Fourplex,Unit 1,Cleaning,126.79,Y,Greenwood Cleaning,Common area clean
02/04/2026,Parkdale Walk-Up,Unit 8,Cooling,343.44,Y,Don Valley HVAC,Window unit replaced
2026-04-04,parkdale walk-up,Unit 12,Cleaning,109.58,Y,Greenwood Cleaning,Turnover clean
23/04/2026,Junction Six-Plex,Unit 2,PEST CONTROL,278.51,Yes,Queen West Pest Control," Mice treatment, basement"
2026-04-04,Leslieville Fourplex,Unit 2,Appliance,213.00,Y,Riverdale Appliance Repair,Stove element replaced
2026-04-04,Leslieville Fourplex,Unit 2,Appliance,213.00,Y,Riverdale Appliance Repair,Stove element replaced
2026-04-22,Leslieville Fourplex,Unit 3,Plumbing,221.31,Y,Beaches Plumbing Co.,Cleared bathroom drain
2026-04-29,East York Low-Rise,Unit 114,PEST CONTROL,178.97,Y,Queen West Pest Control,"Mice treatment, basement"
"Apr 1, 2026",East York Low-Rise,Unit 101,Pest Control,320.69,Y,Queen West Pest Control,Follow-up treatment
"Apr 14, 2026",East York Low-Rise,Unit 111,Pest Control,149.18,yes,Queen West Pest Control,"Mice treatment, basement"
2026-04-02,Danforth Triplex,Main,Plumbing,184.38,Y,Beaches Plumbing Co.,Replaced shut-off valve
"Apr 27, 2026",Danforth Triplex,Lower,Appliance,299.10,TRUE,Riverdale Appliance Repair,Stove element replaced
2026-04-16,Parkdale Walk-Up,Unit 11,Snow Removal,107.72,Y,Snowline Property Services  ,Salted front steps
 2026-04-02,East York Low-Rise,Unit 113,Electrical,560.43,N,Leslieville Electric Ltd,Replaced GFCI outlet
2026-04-03,Junction Six-Plex,Unit 4,Cleaning,186.18,Y,Greenwood Cleaning,Turnover clean
2026-04-18,East York Low-Rise,Unit 110,Appliance,360.90,Y,Riverdale Appliance Repair,Stove element replaced
18/04/2026,Leslieville Fourplex,Common area,Plumbing,155.23,Y,Beaches Plumbing Co.,Cleared bathroom drain
2026-04-17,Parkdale Walk-Up,Unit 1,Landscaping,74.22,Y,Greenwood Cleaning,Leaf cleanup
2026-04-22,Danforth Triplex,Main,Plumbing,215.25,Y,Beaches Plumbing Co.,Fixed running toilet
2026/04/19,Junction Six-Plex,Unit 5,Cleaning,$40.90,Y,Greenwood Cleaning,Common area clean
2026-04-22,Leslieville Fourplex,Unit 4,Cleaning,40.00,Y,Greenwood Cleaning,Common area clean
2026-04-21,Leslieville Fourplex,Unit 1,Electrical,295.92,N,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-04-26,Leslieville Fourplex,Unit 3,Plumbing,139.43,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2026-04-25,danforth triplex,Main,Plumbing,$341.55,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-04-01,Junction Six-Plex,Common area,Electrical,$355.53,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-04-17,Leslieville Fourplex,Unit 4,Cleaning,138.65,Yes,Greenwood Cleaning,Turnover clean
"Apr 3, 2026",Parkdale Walk-Up,Unit 3,Cleaning,103.32,Y,Greenwood Cleaning,Common area clean
"Apr 30, 2026",junction six-plex,Unit 1,Electrical,546.58,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026-04-11,Leslieville Fourplex,Unit 4,Plumbing,229.24,yes,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2026-04-01,East York Low-Rise,Unit 111,Electrical,426.07,Yes,Leslieville Electric Ltd, Swapped hallway light fixture
2026-04-20  ,Leslieville Fourplex,Unit 2,Landscaping,209.82,TRUE,Greenwood Cleaning,Leaf cleanup
2026/04/06,Parkdale Walk-Up,Unit 3,Cleaning,173.80,N,Greenwood Cleaning,Common area clean
13/04/2026,Junction Six-Plex,Unit 6,Pest Control,257.15,Y,Queen West Pest Control,Follow-up treatment
2026/04/14,Leslieville Fourplex,Unit 1,Electrical,687.21,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026-04-25, Danforth Triplex ,Lower,Cleaning,$201.48,Y,Greenwood Cleaning,Turnover clean
2026-04-11,Danforth Triplex,Lower,Appliance,336.36,Y,Riverdale Appliance Repair, Stove element replaced
"Apr 3, 2026",Leslieville Fourplex,Unit 3,Electrical,526.33,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026-04-15,Parkdale Walk-Up,Unit 12,Plumbing,239.22,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-04-14,Danforth Triplex,Upper,Pest Control,391.26,Y,Queen West Pest Control,"Mice treatment, basement"
2026-04-13,Danforth Triplex,Common area,Plumbing,151.97,TRUE,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2026-04-20,Leslieville Fourplex,Common area,Plumbing,250.34,Yes,Beaches Plumbing Co.,Fixed running toilet
2026-04-24,East York Low-Rise,Unit 106,Electrical,259.01,Yes,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-04-15,East York Low-Rise,Unit 106,Plumbing,323.99,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
07/04/2026,Leslieville Fourplex,Unit 3,Pest Control,191.02,Y,Queen West Pest Control,"Mice treatment, basement"
2026-05-02,Danforth Triplex,Main,Rent,2373.00,Y,,
2026-05-01,Danforth Triplex,Upper,Rent,2649,Yes,,
05/05/2026,danforth triplex,Lower,Rent,1821.00,Yes,,
2026-05-02,LESLIEVILLE FOURPLEX,Unit 1,rent,2097.00,Y,,
" May 2, 2026",leslieville fourplex,Unit 2,Rent,2152.00,yes,,
 01/05/2026,Leslieville Fourplex,Unit 3,Rent,2263.00,Y,,
02/05/2026,Leslieville Fourplex,Unit 4,Rent,2484.00,TRUE,,
2026-05-01,Parkdale Walk-Up,Unit 1,Rent,1711.00,TRUE,,
2026-05-01,Parkdale Walk-Up,Unit 2,Rent,1761.00,Y,,
05/05/2026,Parkdale Walk-Up,Unit 3,Rent,1810,Y,,
2026-05-01,Parkdale Walk-Up,Unit 4,Rent,1860,TRUE,,
2026-05-02,Parkdale Walk-Up,Unit 5,Rent,1910,Y,,
2026-05-03,Parkdale Walk-Up,Unit 6,Rent,"$1,959.00",Y,,
"May 5, 2026",Parkdale Walk-Up,Unit 7,Rent,2009.00,Y,,
2026-05-01,Parkdale Walk-Up,Unit 8,Rent,2059,Y,,
2026-05-03,Parkdale Walk-Up,Unit 9,Rent,2108,N,,
 2026-05-02,Parkdale Walk-Up,Unit 10,Rent,2158,Y,,
2026-05-01,Parkdale Walk-Up,Unit 11,Rent,2208.00,Y,,
2026-05-05,Parkdale Walk-Up,Unit 12,Rent,2257.00,Y,,
2026-05-02,Junction Six-Plex,Unit 1,Rent,1932,Y,,
2026-05-02,Junction Six-Plex,Unit 2,Rent,1987.00,Y,,
2026-05-05,Junction Six-Plex,Unit 3,Rent,2042.00,N,,
2026-05-03,Junction Six-Plex,Unit 4,Rent,2097.00,yes,,
2026-05-01,Junction Six-Plex,Unit 5,Rent,"$2,208.00",Y,,
05/05/2026, Junction Six-Plex ,Unit 6,Rent,2318,Y,,
2026-05-02,East York Low-Rise,Unit 101,Rent,2042.00,Y,,
2026-05-01,East York Low-Rise,Unit 103,Rent,2108,Y,,
2026-05-01,East York Low-Rise,Unit 104,Rent,2141.00,Y,,
2026/05/01,East York Low-Rise,Unit 106,Rent,2208,Y,,
2026-05-01,East York Low-Rise,Unit 107,Rent,2042.00,Y,,
2026-05-01,East York Low-Rise,Unit 108,Rent,2075,Y,,
03/05/2026,East York Low-Rise,Unit 109,Rent,2108.00,Y,,
2026-05-05,East York Low-Rise,Unit 110,Rent,"$2,141.00",Y,,
2026-05-02,East York Low-Rise,Unit 111,Rent,2175,Y,,
"May 5, 2026",East York Low-Rise,Unit 112,Rent,2208.00,Y,,
2026-05-01, East York Low-Rise ,Unit 113,Rent,2042,Yes,,
2026-05-02,East York Low-Rise,Unit 114,Rent,2075.00,TRUE,,
2026-05-05,East York Low-Rise,Unit 115,Rent,2108,Y,,
2026-05-01,EAST YORK LOW-RISE,Unit 116,Rent,2141.00,Yes,,
2027-11-11,East York Low-Rise,Unit 117,Rent,2175.00,Y,,
"May 5, 2026",East York Low-Rise,Unit 118,Rent,2208.00,TRUE,,
2026-05-05,Danforth Triplex,Lower,Cooling,258.61,Y,Don Valley HVAC,"AC not cooling, recharged"
2026-05-08,East York Low-Rise,Unit 112,heating,671.49,Y,Don Valley HVAC,Replaced furnace igniter
2026-05-08,East York Low-Rise,Unit 112,heating,671.49,Y,Don Valley HVAC,Replaced furnace igniter
2026-05-08,East York Low-Rise,Unit 112,heating,671.49,Y,Don Valley HVAC,Replaced furnace igniter
2026-05-12,Leslieville Fourplex,Unit 3,Cleaning,79.01,Y,Greenwood Cleaning,Turnover clean
2026-05-22, Junction Six-Plex ,Unit 6, Appliance ,202.29,Y,Riverdale Appliance Repair,Stove element replaced
2026-05-02, Parkdale Walk-Up ,Common area,Cleaning,114.77,Y,Greenwood Cleaning,Turnover clean
05/05/2026,Parkdale Walk-Up,Unit 6,Landscaping,150.46,Y,Greenwood Cleaning,Lawn cut and edging
2026-05-10,Parkdale Walk-Up,Unit 7,Pest Control,$297.50,Y,Queen West Pest Control,Follow-up treatment
09/05/2026,Danforth Triplex,Main,Appliance,279.30,Y,Riverdale Appliance Repair,Fridge not cooling
2026-05-07  ,Parkdale Walk-Up,Unit 8,Cleaning,191.97,Y,Greenwood Cleaning,Common area clean
2026-05-14,East York Low-Rise,Unit 105,PEST CONTROL,231.78,Y,Queen West Pest Control,"Mice treatment, basement"
2026-05-13,Danforth Triplex,Lower,Electrical,273.01,yes,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
 08/05/2026,Junction Six-Plex,Unit 2,Electrical,168.16,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2026-05-06,Leslieville Fourplex,Unit 4,Snow Removal,90.36,Y,Snowline Property Services,Walkway and steps cleared
2026/05/17,East York Low-Rise,Unit 117,Electrical,458.79,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026-05-07,Danforth Triplex,Common area,Electrical,379.80,N,Leslieville Electric Ltd,Replaced GFCI outlet
2026-05-03,Parkdale Walk-Up,Unit 4,Electrical,40,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
"May 15, 2026",East York Low-Rise,Common area,Cleaning,178.04,Y,Greenwood Cleaning,Turnover clean
2026-05-16,JUNCTION SIX-PLEX,Unit 3,Appliance,372.77,Y,Riverdale Appliance Repair,Dryer belt replaced
2026-05-29,Parkdale Walk-Up,Unit 2,PLUMBING,$377.29,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-05-14,East York Low-Rise,Unit 104,Landscaping,121.01,Y,Greenwood Cleaning,Leaf cleanup
2026/05/19,Leslieville Fourplex,Common area,Pest Control,99.92,Y,Queen West Pest Control,"Mice treatment, basement"
2026-05-15,East York Low-Rise,Unit 108,Appliance,243.69,Y,Riverdale Appliance Repair,Stove element replaced
2026-05-07,East York Low-Rise,Unit 105,HEATING,261.98,Y,Don Valley HVAC,Furnace service
"May 28, 2026",Leslieville Fourplex,Unit 1,Electrical,496.28,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-05-16,Parkdale Walk-Up,Unit 1,Landscaping,253.21,Y,Greenwood Cleaning,Lawn cut and edging
2026-05-04,Parkdale Walk-Up,Common area,Plumbing,117.02,Y,Beaches Plumbing Co.,Cleared bathroom drain
2026-05-25,East York Low-Rise,Unit 113,Electrical,$445.08,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-05-24,Parkdale Walk-Up,Unit 2,Landscaping,78.82,Y,Greenwood Cleaning,Lawn cut and edging
2026-05-15,Junction Six-Plex,Unit 5,Heating,790.09,Y,Don Valley HVAC,Boiler pressure reset
2026-05-28,Leslieville Fourplex,Unit 2,ELECTRICAL,234.71,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2026-05-02,Danforth Triplex,Common area, Appliance ,379.59,Y,Riverdale Appliance Repair,Dryer belt replaced
2026/05/24,Parkdale Walk-Up,Unit 5,Appliance,234.73,yes,Riverdale Appliance Repair,Dryer belt replaced
2026-05-27  ,Danforth Triplex,Upper,Pest Control,60.89,Y,Queen West Pest Control,Follow-up treatment
29/05/2026,Junction Six-Plex,Unit 1,Cleaning,TBD,yes,Greenwood Cleaning,Common area clean
2026-05-31,Parkdale Walk-Up,Common area,Plumbing,433.49,N,Beaches Plumbing Co.,Replaced shut-off valve  
2026-05-27,East York Low-Rise,Unit 109,Heating,502.43,Y,Don Valley HVAC,Furnace service
15/05/2026,Danforth Triplex,Common area,Appliance,390.41,Y,Riverdale Appliance Repair,Fridge not cooling
2026-05-01,Parkdale Walk-Up,Unit 5,Appliance,179.07,yes,Riverdale Appliance Repair,Stove element replaced
"May 21, 2026",East York Low-Rise,Unit 115,Electrical,396.39,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
"May 19, 2026",Parkdale Walk-Up,Unit 7,Landscaping,319.15,Y,Greenwood Cleaning,Leaf cleanup
2026-05-24,Danforth Triplex,Upper,Appliance,316.70,Y,Riverdale Appliance Repair,Fridge not cooling
2026-05-14,East York Low-Rise,Unit 110,Pest Control,245.80,No,Queen West Pest Control,Follow-up treatment
2026-05-05,Danforth Triplex,Common area,Electrical,$227.61,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026/05/10,Leslieville Fourplex,Common area,Landscaping,48.98,Y,Greenwood Cleaning,Lawn cut and edging
2026-05-13,Parkdale Walk-Up,Unit 8,Electrical,588.92,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2026-05-27,Parkdale Walk-Up,Unit 12,Electrical,510.29,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026-05-06,Leslieville Fourplex,Unit 2,Landscaping,124.79,Y,Greenwood Cleaning,Leaf cleanup
2026-05-13,Parkdale Walk-Up,Common area,Pest Control,180.32,Y,Queen West Pest Control,"Mice treatment, basement"
2026-05-11,Danforth Triplex,Common area,Cleaning,-188.63,Y,Greenwood Cleaning,Turnover clean
2026-05-29,Danforth Triplex,Main,Pest Control,260.63,Yes,Queen West Pest Control," Mice treatment, basement"
05/05/2026,Leslieville Fourplex,Common area,Electrical,557.52,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026-05-30,Leslieville Fourplex,Unit 2,Plumbing,539.78,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-05-30,Parkdale Walk-Up,Common area,Appliance,391.14,Y,Riverdale Appliance Repair,Fridge not cooling
02/05/2026,East York Low-Rise,Unit 111,PEST CONTROL,$134.86,N,Queen West Pest Control,"Mice treatment, basement  "
28/05/2026,Junction Six-Plex,Unit 3,Landscaping,124.77,Y,Greenwood Cleaning,Leaf cleanup
2026/05/15,Parkdale Walk-Up,Unit 4,APPLIANCE,433.68,Y,Riverdale Appliance Repair,Fridge not cooling
2026-05-08,East York Low-Rise,Unit 107,Pest Control,337.68,No,Queen West Pest Control,"Mice treatment, basement"
25/05/2026,East York Low-Rise,Unit 113,Electrical,345.40,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026-05-24,danforth triplex,Lower,Plumbing,405.78,Y,Beaches Plumbing Co.,Replaced shut-off valve
2026-06-03,Danforth Triplex,Main,Rent,2373.00,Y,,
2026-06-01,Danforth Triplex,Upper,Rent,2649,Y,,
2026-06-01,Danforth Triplex,Lower,Rent,1821.00,Yes,,
"Jun 1, 2026",LESLIEVILLE FOURPLEX,Unit 1,Rent,2097,Y,,
2026/06/01,Leslieville Fourplex,Unit 2,Rent,2152.00,Y,,
2026-06-01,Leslieville Fourplex,Unit 3,Rent,2263.00,Y,,
2026-06-01,Leslieville Fourplex,Unit 4,RENT,2484.00,Y,,
2026-06-05,PARKDALE WALK-UP,Unit 1,Rent,1711,Y,,
"Jun 3, 2026",Parkdale Walk-Up,Unit 2,Rent,1761,Y,,
2026-06-01,Parkdale Walk-Up,Unit 3,Rent,1810,FALSE,,
2026-06-01,Parkdale Walk-Up,Unit 4,Rent,1860,Y,,
2026-06-03,Parkdale Walk-Up,Unit 5,Rent,1910,Y,,
2026-06-01,Parkdale Walk-Up,Unit 6,Rent,1959,TRUE,,
03/06/2026,Parkdale Walk-Up,Unit 7,Rent,2009,Y,,
2026-06-01,Parkdale Walk-Up,Unit 8,Rent,2059,Y,,
02/06/2026,Parkdale Walk-Up,Unit 9,Rent,2108,Y,,
2026-06-02, Parkdale Walk-Up ,Unit 10,Rent,2158,Y,,
2026-06-05,Parkdale Walk-Up,Unit 11,rent,,Y,,
2026-06-03,Parkdale Walk-Up,Unit 12,Rent,2257,Y,,
"Jun 1, 2026",Junction Six-Plex,Unit 1,Rent,1932,TRUE,,
"Jun 2, 2026  ",Junction Six-Plex,Unit 2,Rent,1987,Yes,,
2026-06-03,Junction Six-Plex,Unit 3,Rent,2042,Yes,,
2026-06-01,Junction Six-Plex,Unit 4,Rent,2097,Y,,
2026-06-02,Junction Six-Plex,Unit 5,Rent,2208,Y,,
2026-06-01,Junction Six-Plex,Unit 6,Rent,2318.00,Yes,,
2026-06-03,East York Low-Rise,Unit 101,Rent,2042,yes,,
"Jun 3, 2026",East York Low-Rise,Unit 102,Rent,2075.00,Yes,,
2026-06-03,East York Low-Rise,Unit 104,Rent,2141.00,Y,,
"Jun 1, 2026",East York Low-Rise,Unit 105,Rent,2175,N,,
2026-06-01,East York Low-Rise,Unit 106,Rent,2208.00,no,,
2026-06-02,East York Low-Rise,Unit 107,Rent,-,FALSE,,
2026/06/01,East York Low-Rise,Unit 108,Rent,2075.00,TRUE,,
2026/06/01,east york low-rise,Unit 109,Rent,2108,Y,,
05/06/2026,East York Low-Rise,Unit 110,Rent,2141,Y,,
2026-06-05,East York Low-Rise,Unit 111,Rent,2175.00,Y,,
"Jun 3, 2026",East York Low-Rise,Unit 112,Rent,2208.00,Y,,
02/06/2026,East York Low-Rise,Unit 113,Rent,"$2,042.00",Y,,
03/06/2026,East York Low-Rise,Unit 114,Rent,2075.00,Y,,
01/06/2026,East York Low-Rise,Unit 115,Rent,2108.00,Y,,
2026-06-05,East York Low-Rise,Unit 116,Rent,"$2,141.00",Y,,
2026-06-03,East York Low-Rise,Unit 117,Rent,2175,Y,,
"Jun 1, 2026",East York Low-Rise,Unit 118,Rent,2208,yes,,
2026-06-07,East York Low-Rise,Unit 115,Plumbing,147.21,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2026-06-07,East York Low-Rise,Unit 115,Plumbing,147.21,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2026-06-29,Leslieville Fourplex,Unit 2,Appliance,292.66,Y,Riverdale Appliance Repair,Fridge not cooling
2026-06-05,Junction Six-Plex,Common area,Electrical,581.69,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2026-06-06,East York Low-Rise,Unit 103,Pest Control,229.39,Y,Queen West Pest Control,Follow-up treatment
2026-06-20,Leslieville Fourplex,Unit 4,Cooling,284.50,Y,Don Valley HVAC,"AC not cooling, recharged"
2026-06-29,Leslieville Fourplex,Unit 2,Plumbing,395.23,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2026-06-13,Junction Six-Plex,Unit 6,pest control,80.49,Y,Queen West Pest Control,"Mice treatment, basement"
01/06/2026,East York Low-Rise,Unit 116,Pest Control,197.73,Y,Queen West Pest Control,"Mice treatment, basement"
2026-06-02,Parkdale Walk-Up,Unit 1,Appliance,297.96,yes,Riverdale Appliance Repair,Fridge not cooling
2026-06-15,Danforth Triplex,Lower,Plumbing,401.24,TRUE,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
23/06/2026,Leslieville Fourplex,Unit 4,Pest Control,203.62,Y,Queen West Pest Control,"Mice treatment, basement"
09/06/2026,Leslieville Fourplex,Unit 2,CLEANING,83.02,Y,Greenwood Cleaning,Turnover clean
2026/06/05,Parkdale Walk-Up,Unit 11,Cooling,40.00,Yes,Don Valley HVAC,Window unit replaced
